['1', 'Toy Story (1995)', 'Animation|Children|Comedy'] 5.00397231994
['2', 'Jumanji (1995)', 'Adventure|Children|Fantasy'] 5.00621049021
['3', 'Grumpier Old Men (1995)', 'Comedy|Romance'] 4.04210370214
['6', 'Heat (1995)', 'Action|Crime|Thriller'] 5.19745083771
['7', 'Sabrina (1995)', 'Comedy|Romance'] 4.89569136633
['8', 'Tom and Huck (1995)', 'Adventure|Children'] 5.0
['9', 'Sudden Death (1995)', 'Action'] 5.0
['10', 'GoldenEye (1995)', 'Action|Adventure|Thriller'] 5.02640275331
['11', 'American President, The (1995)', 'Comedy|Drama|Romance'] 5.03645488021
['13', 'Balto (1995)', 'Animation|Children'] 4.0
['14', 'Nixon (1995)', 'Drama'] 5.0
['15', 'Cutthroat Island (1995)', 'Action|Adventure|Romance'] 5.0
['16', 'Casino (1995)', 'Drama|Thriller'] 5.19618865948
['17', 'Sense and Sensibility (1995)', 'Drama|Romance'] 5.26548357972
['18', 'Four Rooms (1995)', 'Thriller'] 5.0
['19', 'Ace Ventura: When Nature Calls (1995)', 'Comedy'] 4.89558590811
['20', 'Money Train (1995)', 'Action'] 5.0
['21', 'Get Shorty (1995)', 'Action|Comedy|Drama'] 4.98508616138
['22', 'Copycat (1995)', 'Crime|Drama|Thriller'] 5.26293363811
['23', 'Assassins (1995)', 'Thriller'] 5.0
['24', 'Powder (1995)', 'Drama|Sci-Fi'] 4.67961250051
['25', 'Leaving Las Vegas (1995)', 'Drama|Romance'] 5.60782225069
['28', 'Persuasion (1995)', 'Romance'] 5.0
['29', 'City of Lost Children, The (1995)', 'Adventure|Sci-Fi'] 5.50175783162
['32', 'Twelve Monkeys (1995)', 'Drama|Sci-Fi'] 5.39757066919
['34', 'Babe (1995)', 'Children|Comedy|Drama'] 5.14693408949
['36', 'Dead Man Walking (1995)', 'Drama'] 4.95878130607
['39', 'Clueless (1995)', 'Comedy|Romance'] 5.43949206834
['40', 'Cry, the Beloved Country (1995)', 'Drama'] 5.0
['41', 'Richard III (1995)', 'Drama|War'] 5.12299883037
['42', 'Dead Presidents (1995)', 'Action|Crime|Drama'] 4.44675472406
['44', 'Mortal Kombat (1995)', 'Action|Adventure'] 4.73055662502
['45', 'To Die For (1995)', 'Comedy|Drama'] 5.0
['47', 'Seven (Se7en) (1995)', 'Crime|Thriller'] 5.38675633024
['48', 'Pocahontas (1995)', 'Animation|Children|Musical|Romance'] 5.0
['50', 'Usual Suspects, The (1995)', 'Crime|Thriller'] 5.5772614453
['52', 'Mighty Aphrodite (1995)', 'Comedy'] 5.0
['54', 'Big Green, The (1995)', 'Children|Comedy'] 4.0
['56', 'Kids of the Round Table (1995)', 'Adventure|Children|Fantasy'] 5.0
['57', 'Home for the Holidays (1995)', 'Drama'] 6.0
['58', 'Postino, Il (The Postman) (1994)', 'Drama|Romance'] 6.0
['60', 'Indian in the Cupboard, The (1995)', 'Adventure|Children|Fantasy'] 5.0237780012
['61', 'Eye for an Eye (1996)', 'Drama|Thriller'] 5.0
['62', "Mr. Holland's Opus (1995)", 'Drama'] 4.89299902335
['63', "Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)", 'Comedy'] 5.0
['69', 'Friday (1995)', 'Comedy'] 5.0
['70', 'From Dusk Till Dawn (1996)', 'Action|Comedy|Crime|Horror|Thriller'] 5.42011689322
